#class tools::wcsv::ntuple
#title Event data
#separator 44
#vector_separator 59
#column int evtid
#column int particle
#column double edep_in_keV
#column double time_in_ns
#column double xloc_in_m
#column double yloc_in_m
#column double zloc_in_m
#column double SurfaceDist_in_m
5,11,44.9862,0.0228771,-0.00746759,0.0216316,0.0327306,0.0170157
5,11,39.874,0.0229232,-0.00746444,0.0216312,0.0327376,0.0170172
5,11,19.6017,0.022946,-0.00746607,0.0216294,0.0327395,0.0170183
8,22,0.02893,0,-0.0236247,0.01378,0.037182,0.0125501
8,11,0.00926,0.0173601,-0.0211018,0.0138649,0.0417333,0.0146508
8,11,10.3277,0.0173601,-0.0211018,0.0138649,0.0417333,0.0146508
8,11,41.0904,0.0174146,-0.0210964,0.013856,0.0417383,0.0146602
8,11,22.9352,0.0175125,-0.0210911,0.0138412,0.0417515,0.0146728
8,11,33.0024,0.0175887,-0.0210799,0.0138414,0.0417612,0.014682
8,11,36.3723,0.0176527,-0.0210721,0.0138326,0.0417595,0.0146934
8,11,37.7998,0.0176993,-0.0210769,0.0138276,0.0417558,0.0146921
8,11,31.0373,0.0177267,-0.0210755,0.0138302,0.0417584,0.0146919
