#class tools::wcsv::ntuple
#title Event data
#separator 44
#vector_separator 59
#column int evtid
#column int particle
#column double edep_in_keV
#column double time_in_ns
#column double xloc_in_m
#column double yloc_in_m
#column double zloc_in_m
#column double SurfaceDist_in_m
1,22,0.05912,0,0.0199441,-0.0283182,0.0505349,0.0046774
1,22,0.07799,0.00250993,0.019644,-0.028446,0.0498568,0.00481598
1,11,0.01712,0.0291062,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,0.01712,0.0291062,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,0.0805,0.0291062,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,0.00863,0.0291062,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,1.05963,0.0291063,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,0.14131,0.0291063,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,17.1312,0.0291062,0.0144212,-0.0289517,0.0438533,0.00755542
1,11,47.6206,0.0291952,0.0144142,-0.0289341,0.0438444,0.00757426
1,11,33.2339,0.0293448,0.0144104,-0.0289033,0.043829,0.00760356
1,11,28.5968,0.0294676,0.0143978,-0.0288805,0.0438209,0.00762953
1,11,37.7964,0.0295722,0.0144118,-0.0288932,0.0438328,0.00761195
1,11,36.7308,0.0296616,0.0143946,-0.0288952,0.0438384,0.00761785
1,11,38.8495,0.0297309,0.014403,-0.0288862,0.0438339,0.00762217
1,11,38.1628,0.0297809,0.0144023,-0.0288805,0.0438403,0.00762759
1,11,34.6042,0.0298104,0.0144052,-0.0288802,0.0438434,0.00762655
1,11,0.00926,0.00250993,0.019644,-0.028446,0.0498568,0.00481598
1,11,0.00926,0.00250993,0.019644,-0.028446,0.0498568,0.00481598
1,11,1.17776,0.00251006,0.019644,-0.028446,0.0498568,0.00481598
1,11,1.6593,0.00250993,0.019644,-0.028446,0.0498568,0.00481598
1,11,58.2306,0.00252106,0.0196453,-0.0284465,0.0498562,0.00481489
1,11,1.28892,0.00254386,0.0196483,-0.0284468,0.0498565,0.00481285
2,22,0.0804,0,0.00254941,-0.00712819,0.0545178,0.00287037
2,11,0.00863,0.0471542,0.00769738,0.00185704,0.0448947,0.00321822
2,11,0.01691,0.0471542,0.00769738,0.00185704,0.0448947,0.00321822
2,11,0.00926,0.0471542,0.00769738,0.00185704,0.0448947,0.00321822
2,11,0.0486,0.0471542,0.00769738,0.00185704,0.0448947,0.00321822
2,11,1.0916,0.0471543,0.00769738,0.00185704,0.0448947,0.00321822
2,11,15.0854,0.0471542,0.00769738,0.00185704,0.0448947,0.00321822
2,11,60.2246,0.0472731,0.00772715,0.00185517,0.0448901,0.00324673
2,11,68.0436,0.0475055,0.00777337,0.00182376,0.0449078,0.00328445
2,11,11.3519,0.0477008,0.00780194,0.00185968,0.0449211,0.00332052
2,11,36.0577,0.0477317,0.0078079,0.00185774,0.0449247,0.00332587
2,11,33.5729,0.0478243,0.00781007,0.00185688,0.0449436,0.00332777
2,11,41.7364,0.0478979,0.00781533,0.00185353,0.0449309,0.00333212
2,11,31.6712,0.0479538,0.00780674,0.00185791,0.0449286,0.00332477
2,11,49.3442,0.0479875,0.00780767,0.00186136,0.0449323,0.00332648
2,22,0.2051,0.0933282,-0.00446335,0.00147258,0.0509349,0
2,11,0.00863,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.00863,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.01691,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.02603,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.02603,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.0486,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.00926,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.04797,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.00926,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.0277371,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,1.06386,0.101207,-0.00658368,0.00140603,0.0519734,0.00203215
2,11,1.0916,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.10808,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,0.196304,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,8.213,0.101208,-0.00658364,0.00140606,0.0519734,0.00203211
2,11,6.21189,0.101207,-0.00658369,0.00140603,0.0519734,0.00203215
2,11,50.3319,0.101216,-0.00658418,0.00140706,0.0519743,0.00203285
2,11,34.1155,0.101251,-0.00658565,0.00141147,0.0519714,0.00203521
5,22,0.09627,0,-0.00182247,0.0239575,0.0297607,0.0158733
5,22,0.04885,0.0226044,-0.00744862,0.0216435,0.0327464,0.0170106
5,11,0.01754,0.0269592,-0.00804733,0.0209511,0.0336773,0.0174566
5,11,0.01754,0.0269592,-0.00804733,0.0209511,0.0336773,0.0174566
5,11,0.05174,0.0269592,-0.00804733,0.0209511,0.0336773,0.0174566
5,11,0.0272546,0.0269592,-0.00804733,0.0209511,0.0336773,0.0174566
5,11,1.09248,0.0269593,-0.00804733,0.0209511,0.0336773,0.0174566
5,11,11.3696,0.0269592,-0.00804733,0.0209511,0.0336773,0.0174566
5,11,64.9215,0.0270453,-0.00804859,0.0209514,0.0336974,0.0174558
5,11,62.7159,0.0271928,-0.00804754,0.0209608,0.0337302,0.0174475
5,11,34.836,0.0273042,-0.00804276,0.0209533,0.0337526,0.0174561
5,11,33.2688,0.027382,-0.0080323,0.0209522,0.0337636,0.0174609
5,11,35.242,0.0274415,-0.00803669,0.0209586,0.0337562,0.0174534
5,11,29.7335,0.0274833,-0.00803928,0.0209524,0.0337555,0.0174582
5,11,31.2832,0.0275068,-0.00803961,0.0209555,0.0337547,0.0174553
5,11,0.00863,0.0226044,-0.00744862,0.0216435,0.0327464,0.0170106
5,11,0.00863,0.0226044,-0.00744862,0.0216435,0.0327464,0.0170106
5,11,0.01712,0.0226044,-0.00744862,0.0216435,0.0327464,0.0170106
5,11,0.0486,0.0226044,-0.00744862,0.0216435,0.0327464,0.0170106
5,11,4.5798,0.0226044,-0.00744862,0.0216435,0.0327464,0.0170106
5,11,32.0102,0.0226525,-0.00745843,0.0216437,0.0327447,0.0170072
5,11,30.5404,0.022744,-0.0074766,0.0216399,0.0327476,0.0170049
5,11,23.1835,0.0228186,-0.00746565,0.0216385,0.0327383,0.0170098
